item-icon href,item-icon-img src,item-icon-name
https://fnggcdn.com/items/5256/video.mp4,https://fortnite.gg/img/items/5256/icon.jpg?6,A.R.G.U.S. Sabre
https://fnggcdn.com/items/5187/video.mp4,https://fortnite.gg/img/items/5187/icon.jpg?4,Dauntless Driver
https://fnggcdn.com/items/5229/video.mp4,https://fortnite.gg/img/items/5229/icon.jpg?9,Epic Sword of Might
https://fnggcdn.com/items/5183/video.mp4,https://fortnite.gg/img/items/5183/icon.jpg?4,Orbital Abductor
https://fnggcdn.com/items/5185/video.mp4,https://fortnite.gg/img/items/5185/icon.jpg?4,Holoslash
https://fnggcdn.com/items/5184/video.mp4,https://fortnite.gg/img/items/5184/icon.jpg?4,Futureproof Flail
https://fnggcdn.com/items/5181/video.mp4,https://fortnite.gg/img/items/5181/icon.jpg?4,Stellapen Smashpack
https://fnggcdn.com/items/5186/video.mp4,https://fortnite.gg/img/items/5186/icon.jpg?6,Bugha Blades
https://fnggcdn.com/items/5154/video.mp4,https://fortnite.gg/img/items/5154/icon.jpg?40,The Lion
https://fnggcdn.com/items/5094/video.mp4,https://fortnite.gg/img/items/5094/icon.jpg?6,Batarang Axe
https://fnggcdn.com/items/5099/video.mp4,https://fortnite.gg/img/items/5099/icon.jpg?4,Sparklaxe
https://fnggcdn.com/items/5096/video.mp4,https://fortnite.gg/img/items/5096/icon.jpg?4,Rainbow Carver
https://fnggcdn.com/items/5148/video.mp4,https://fortnite.gg/img/items/5148/icon.jpg?6,Loki's Scepter
https://fnggcdn.com/items/5097/video.mp4,https://fortnite.gg/img/items/5097/icon.jpg?4,Sandy Shoveler
https://fnggcdn.com/items/5098/video.mp4,https://fortnite.gg/img/items/5098/icon.jpg?4,Aqua Lug
https://fnggcdn.com/items/5092/video.mp4,https://fortnite.gg/img/items/5092/icon.jpg?4,Hot Rod Ripper
https://fnggcdn.com/items/5093/video.mp4,https://fortnite.gg/img/items/5093/icon.jpg?4,Gilded Shadow
https://fnggcdn.com/items/5095/video.mp4,https://fortnite.gg/img/items/5095/icon.jpg?4,Marshmallets
https://fnggcdn.com/items/4916/video.mp4,https://fortnite.gg/img/items/4916/icon.jpg?4,Lok Pick
https://fnggcdn.com/items/4917/video.mp4,https://fortnite.gg/img/items/4917/icon.jpg?4,Rebel Slice
https://fnggcdn.com/items/5047/video.mp4,https://fortnite.gg/img/items/5047/icon.jpg?4,Prismablade
https://fnggcdn.com/items/5043/video.mp4,https://fortnite.gg/img/items/5043/icon.jpg?4,Sledge Heifer
https://fnggcdn.com/items/5031/video.mp4,https://fortnite.gg/img/items/5031/icon.jpg?6,Solitude Striker
https://fnggcdn.com/items/5050/video.mp4,https://fortnite.gg/img/items/5050/icon.jpg?2,Hammerhead Morty
https://fnggcdn.com/items/5038/video.mp4,https://fortnite.gg/img/items/5038/icon.jpg?4,Zyg's Chainblade
https://fnggcdn.com/items/5037/video.mp4,https://fortnite.gg/img/items/5037/icon.jpg?4,IO Eradicator
https://fnggcdn.com/items/5027/video.mp4,https://fortnite.gg/img/items/5027/icon.jpg?4,The Fret Basher
https://fnggcdn.com/items/5033/video.mp4,https://fortnite.gg/img/items/5033/icon.jpg?4,Kittanas
https://fnggcdn.com/items/5025/video.mp4,https://fortnite.gg/img/items/5025/icon.jpg?4,Chop Chop
https://fnggcdn.com/items/4920/video.mp4,https://fortnite.gg/img/items/4920/icon.jpg?4,Grim Gouger
https://fnggcdn.com/items/4943/video.mp4,https://fortnite.gg/img/items/4943/icon.jpg?4,Tribute's Flail
https://fnggcdn.com/items/2341/video.mp4,https://fortnite.gg/img/items/2341/icon.jpg?4,Electri-claw
https://fnggcdn.com/items/4919/video.mp4,https://fortnite.gg/img/items/4919/icon.jpg?4,Spire Shard
https://fnggcdn.com/items/4918/video.mp4,https://fortnite.gg/img/items/4918/icon.jpg?4,Vanguard Flame
https://fnggcdn.com/items/4927/video.mp4,https://fortnite.gg/img/items/4927/icon.jpg?6,Deathstroke's Katanas
https://fnggcdn.com/items/4940/video.mp4,https://fortnite.gg/img/items/4940/icon.jpg?9,Nuzzle Jet
https://fnggcdn.com/items/4935/video.mp4,https://fortnite.gg/img/items/4935/icon.jpg?4,Volcanic Glass Daggers
https://fnggcdn.com/items/4739/video.mp4,https://fortnite.gg/img/items/4739/icon.jpg?3,Fish Kabob
https://fnggcdn.com/items/4731/video.mp4,https://fortnite.gg/img/items/4731/icon.jpg?6,Catwoman's Grappling Claw
https://fnggcdn.com/items/4754/video.mp4,https://fortnite.gg/img/items/4754/icon.jpg?4,Slitherous Staff
https://fnggcdn.com/items/4734/video.mp4,https://fortnite.gg/img/items/4734/icon.jpg?4,Crystaline Battle Wand
https://fnggcdn.com/items/4726/video.mp4,https://fortnite.gg/img/items/4726/icon.jpg?5,BB's Beast Bat
https://fnggcdn.com/items/4668/video.mp4,https://fortnite.gg/img/items/4668/icon.jpg?4,Crossbite Toothaxes
https://fnggcdn.com/items/4718/video.mp4,https://fortnite.gg/img/items/4718/icon.jpg?4,Ten-Ton Toon-Bells
https://fnggcdn.com/items/4704/video.mp4,https://fortnite.gg/img/items/4704/icon.jpg?4,Zzarian Slicers
https://fnggcdn.com/items/4671/video.mp4,https://fortnite.gg/img/items/4671/icon.jpg?4,Durrrburgian Battlespatch
https://fnggcdn.com/items/4666/video.mp4,https://fortnite.gg/img/items/4666/icon.jpg?4,Chunky Salsax
https://fnggcdn.com/items/4709/video.mp4,https://fortnite.gg/img/items/4709/icon.jpg?6,Grappling Axe
https://fnggcdn.com/items/2517/video.mp4,https://fortnite.gg/img/items/2517/icon.jpg?4,Piranhas
https://fnggcdn.com/items/4684/video.mp4,https://fortnite.gg/img/items/4684/icon.jpg?4,Oathmaker's Axe
https://fnggcdn.com/items/4701/video.mp4,https://fortnite.gg/img/items/4701/icon.jpg?4,Wing Spanner
https://fnggcdn.com/items/4696/video.mp4,https://fortnite.gg/img/items/4696/icon.jpg?9,Sorrow's Reach
https://fnggcdn.com/items/4690/video.mp4,https://fortnite.gg/img/items/4690/icon.jpg?4,Scarlet Sai
https://fnggcdn.com/items/4679/video.mp4,https://fortnite.gg/img/items/4679/icon.jpg?6,Jaguar Strike
https://fnggcdn.com/items/4632/video.mp4,https://fortnite.gg/img/items/4632/icon.jpg?4,Grafitaxe
https://fnggcdn.com/items/4631/video.mp4,https://fortnite.gg/img/items/4631/icon.jpg?4,Devourer's Bane
https://fnggcdn.com/items/4633/video.mp4,https://fortnite.gg/img/items/4633/icon.jpg?4,Water Wand
https://fnggcdn.com/items/4649/video.mp4,https://fortnite.gg/img/items/4649/icon.jpg?5,Aloy's Spear
https://fnggcdn.com/items/4538/video.mp4,https://fortnite.gg/img/items/4538/icon.jpg?2,Ray's Smasher
https://fnggcdn.com/items/4588/video.mp4,https://fortnite.gg/img/items/4588/icon.jpg?4,Sl1c3 // D1c3
https://fnggcdn.com/items/4587/video.mp4,https://fortnite.gg/img/items/4587/icon.jpg?4,Rebel Authority
https://fnggcdn.com/items/4585/video.mp4,https://fortnite.gg/img/items/4585/icon.jpg?4,Cutting Words
https://fnggcdn.com/items/2519/video.mp4,https://fortnite.gg/img/items/2519/icon.jpg?4,Plasma Carrot
https://fnggcdn.com/items/4586/video.mp4,https://fortnite.gg/img/items/4586/icon.jpg?4,Quackhammer
https://fnggcdn.com/items/4589/video.mp4,https://fortnite.gg/img/items/4589/icon.jpg?4,Spring Breaker
https://fnggcdn.com/items/4565/video.mp4,https://fortnite.gg/img/items/4565/icon.jpg?9,Skellyfish
https://fnggcdn.com/items/4590/video.mp4,https://fortnite.gg/img/items/4590/icon.jpg?4,Tactical Quaxes
https://fnggcdn.com/items/4466/video.mp4,https://fortnite.gg/img/items/4466/icon.jpg?6,Maniaxe
https://fnggcdn.com/items/4584/video.mp4,https://fortnite.gg/img/items/4584/icon.jpg?4,Candlehopera
https://fnggcdn.com/items/4539/video.mp4,https://fortnite.gg/img/items/4539/icon.jpg?4,Razor Wing
https://fnggcdn.com/items/4531/video.mp4,https://fortnite.gg/img/items/4531/icon.jpg?4,Astrolomaster's Staff
https://fnggcdn.com/items/4536/video.mp4,https://fortnite.gg/img/items/4536/icon.jpg?4,Gladius of Potassius
https://fnggcdn.com/items/4537/video.mp4,https://fortnite.gg/img/items/4537/icon.jpg?5,Pry Axe
https://fnggcdn.com/items/4532/video.mp4,https://fortnite.gg/img/items/4532/icon.jpg?6,Axe-tral Form
https://fnggcdn.com/items/4540/video.mp4,https://fortnite.gg/img/items/4540/icon.jpg?4,Spire Flame
https://fnggcdn.com/items/4534/video.mp4,https://fortnite.gg/img/items/4534/icon.jpg?4,Crystal Axe of the Masters
https://fnggcdn.com/items/4535/video.mp4,https://fortnite.gg/img/items/4535/icon.jpg?2,Drummies
https://fnggcdn.com/items/4533/video.mp4,https://fortnite.gg/img/items/4533/icon.jpg?4,Chainsaur
https://fnggcdn.com/items/2695/video.mp4,https://fortnite.gg/img/items/2695/icon.jpg?3,Twin Talons
https://fnggcdn.com/items/2296/video.mp4,https://fortnite.gg/img/items/2296/icon.jpg?9,Cosmic Llamacorn
https://fnggcdn.com/items/4412/video.mp4,https://fortnite.gg/img/items/4412/icon.jpg?3,Nightbite
https://fnggcdn.com/items/4297/video.mp4,https://fortnite.gg/img/items/4297/icon.jpg?4,Tater Pounders
https://fnggcdn.com/items/4296/video.mp4,https://fortnite.gg/img/items/4296/icon.jpg?4,Stuffie Smasher
https://fnggcdn.com/items/2473/video.mp4,https://fortnite.gg/img/items/2473/icon.jpg?4,Mash-Mincers
https://fnggcdn.com/items/2230/video.mp4,https://fortnite.gg/img/items/2230/icon.jpg?4,Bark Basher
https://fnggcdn.com/items/2664/video.mp4,https://fortnite.gg/img/items/2664/icon.jpg?6,Symbiote Slasher
https://fnggcdn.com/items/2446/video.mp4,https://fortnite.gg/img/items/2446/icon.jpg?6,Joker's Revenge
https://fnggcdn.com/items/2440/video.mp4,https://fortnite.gg/img/items/2440/icon.jpg?6,Ivy Axe
https://fnggcdn.com/items/2225/video.mp4,https://fortnite.gg/img/items/2225/icon.jpg?6,Bad Joke
https://fnggcdn.com/items/2448/video.mp4,https://fortnite.gg/img/items/2448/icon.jpg?4,Kingmaker
https://fnggcdn.com/items/2723/video.mp4,https://fortnite.gg/img/items/2723/icon.jpg?6,Widow's Fangs
https://fnggcdn.com/items/2718/video.mp4,https://fortnite.gg/img/items/2718/icon.jpg?4,Wavecrest
https://fnggcdn.com/items/2548/video.mp4,https://fortnite.gg/img/items/2548/icon.jpg?6,PWR Slicers
https://fnggcdn.com/items/2620/video.mp4,https://fortnite.gg/img/items/2620/icon.jpg?6,Soulfire Chains
https://fnggcdn.com/items/8684/video.mp4,https://fortnite.gg/img/items/8684/icon.jpg?4,Throwback Axe
https://fnggcdn.com/items/2231/video.mp4,https://fortnite.gg/img/items/2231/icon.jpg?4,Bash Burner
https://fnggcdn.com/items/2272/video.mp4,https://fortnite.gg/img/items/2272/icon.jpg?4,Carvers
https://fnggcdn.com/items/2213/video.mp4,https://fortnite.gg/img/items/2213/icon.jpg?4,Arcane & Dagger
https://fnggcdn.com/items/2374/video.mp4,https://fortnite.gg/img/items/2374/icon.jpg?4,Fright Clubs
https://fnggcdn.com/items/2628/video.mp4,https://fortnite.gg/img/items/2628/icon.jpg?4,Spell Sweeper
https://fnggcdn.com/items/2609/video.mp4,https://fortnite.gg/img/items/2609/icon.jpg?4,Smash O'-Lantern
https://fnggcdn.com/items/2443/video.mp4,https://fortnite.gg/img/items/2443/icon.jpg?4,Jaw Dropper
https://fnggcdn.com/items/2540/video.mp4,https://fortnite.gg/img/items/2540/icon.jpg?4,Proton Pickaxe
https://fnggcdn.com/items/2237/video.mp4,https://fortnite.gg/img/items/2237/icon.jpg?4,Beef Bone
https://fnggcdn.com/items/2226/video.mp4,https://fortnite.gg/img/items/2226/icon.jpg?4,Bait Bones
https://fnggcdn.com/items/2722/video.mp4,https://fortnite.gg/img/items/2722/icon.jpg?4,Webspinner's Slice
https://fnggcdn.com/items/2702/video.mp4,https://fortnite.gg/img/items/2702/icon.jpg?4,Vamp Axe
https://fnggcdn.com/items/2309/video.mp4,https://fortnite.gg/img/items/2309/icon.jpg?4,Dark Days
https://fnggcdn.com/items/2370/video.mp4,https://fortnite.gg/img/items/2370/icon.jpg?4,Forsaken Strike
https://fnggcdn.com/items/2307/video.mp4,https://fortnite.gg/img/items/2307/icon.jpg?6,Daredevil's Billy Clubs
https://fnggcdn.com/items/2418/video.mp4,https://fortnite.gg/img/items/2418/icon.jpg?4,Hi-Octane
https://fnggcdn.com/items/2247/video.mp4,https://fortnite.gg/img/items/2247/icon.jpg?4,Blooming Doom
https://fnggcdn.com/items/2400/video.mp4,https://fortnite.gg/img/items/2400/icon.jpg?4,Grim Axes
https://fnggcdn.com/items/2640/video.mp4,https://fortnite.gg/img/items/2640/icon.jpg?4,Stake & Stalker
https://fnggcdn.com/items/2669/video.mp4,https://fortnite.gg/img/items/2669/icon.jpg?4,Tangerine Terror
https://fnggcdn.com/items/2204/video.mp4,https://fortnite.gg/img/items/2204/icon.jpg?41,Adamantium Claws
https://fnggcdn.com/items/2320/video.mp4,https://fortnite.gg/img/items/2320/icon.jpg?4,Destiny's Edge
https://fnggcdn.com/items/2426/video.mp4,https://fortnite.gg/img/items/2426/icon.jpg?4,Hunting Song
https://fnggcdn.com/items/2306/video.mp4,https://fortnite.gg/img/items/2306/icon.jpg?4,Cyclo Sticks
https://fnggcdn.com/items/2663/video.mp4,https://fortnite.gg/img/items/2663/icon.jpg?3,Sword of the Daywalker
https://fnggcdn.com/items/2589/video.mp4,https://fortnite.gg/img/items/2589/icon.jpg?6,Shadow Combo Cleavers
https://fnggcdn.com/items/2588/video.mp4,https://fortnite.gg/img/items/2588/icon.jpg?6,Shadow Caliper
https://fnggcdn.com/items/2507/video.mp4,https://fortnite.gg/img/items/2507/icon.jpg?4,Perfect Point
https://fnggcdn.com/items/2245/video.mp4,https://fortnite.gg/img/items/2245/icon.jpg?4,Block Blades
https://fnggcdn.com/items/2510/video.mp4,https://fortnite.gg/img/items/2510/icon.jpg?4,Phantasmic Pulse
https://fnggcdn.com/items/2425/video.mp4,https://fortnite.gg/img/items/2425/icon.jpg?6,Hulk Smashers
https://fnggcdn.com/items/2334/video.mp4,https://fortnite.gg/img/items/2334/icon.jpg?4,Dread Strikers
https://fnggcdn.com/items/2333/video.mp4,https://fortnite.gg/img/items/2333/icon.jpg?4,Dread Oracle Axe
https://fnggcdn.com/items/2655/video.mp4,https://fortnite.gg/img/items/2655/icon.jpg?4,Street Blade
https://fnggcdn.com/items/2601/video.mp4,https://fortnite.gg/img/items/2601/icon.jpg?6,Silver Surfer Pickaxe
https://fnggcdn.com/items/2639/video.mp4,https://fortnite.gg/img/items/2639/icon.jpg?6,Staff of Doom
https://fnggcdn.com/items/2485/video.mp4,https://fortnite.gg/img/items/2485/icon.jpg?6,Mjolnir
https://fnggcdn.com/items/2471/video.mp4,https://fortnite.gg/img/items/2471/icon.jpg?6,Mark 85 Energy Blade
https://fnggcdn.com/items/2407/video.mp4,https://fortnite.gg/img/items/2407/icon.jpg?6,Hand of Lightning
https://fnggcdn.com/items/2406/video.mp4,https://fortnite.gg/img/items/2406/icon.jpg?6,Hammers of Justice
https://fnggcdn.com/items/2401/video.mp4,https://fortnite.gg/img/items/2401/icon.jpg?6,Groot's Sap Axes
https://fnggcdn.com/items/2384/video.mp4,https://fortnite.gg/img/items/2384/icon.jpg?6,Gilded Morphic Blades
https://fnggcdn.com/items/2526/video.mp4,https://fortnite.gg/img/items/2526/icon.jpg?4,Pom Pummelers
https://fnggcdn.com/items/2687/video.mp4,https://fortnite.gg/img/items/2687/icon.jpg?4,Trench Blades
https://fnggcdn.com/items/2690/video.mp4,https://fortnite.gg/img/items/2690/icon.jpg?4,Tropic Axe
https://fnggcdn.com/items/2261/video.mp4,https://fortnite.gg/img/items/2261/icon.jpg?4,Bucky Bat
https://fnggcdn.com/items/2696/video.mp4,https://fortnite.gg/img/items/2696/icon.jpg?4,Two Scoops
https://fnggcdn.com/items/2460/video.mp4,https://fortnite.gg/img/items/2460/icon.jpg?4,Llama's Bane
https://fnggcdn.com/items/2594/video.mp4,https://fortnite.gg/img/items/2594/icon.jpg?4,Shooting Starstaff
https://fnggcdn.com/items/2581/video.mp4,https://fortnite.gg/img/items/2581/icon.jpg?4,Scoop Shot
https://fnggcdn.com/items/2452/video.mp4,https://fortnite.gg/img/items/2452/icon.jpg?4,Lapis Trident
https://fnggcdn.com/items/2219/video.mp4,https://fortnite.gg/img/items/2219/icon.jpg?4,Axe-olotl
https://fnggcdn.com/items/2615/video.mp4,https://fortnite.gg/img/items/2615/icon.jpg?4,Snax
https://fnggcdn.com/items/2493/video.mp4,https://fortnite.gg/img/items/2493/icon.jpg?4,Noggin
https://fnggcdn.com/items/2688/video.mp4,https://fortnite.gg/img/items/2688/icon.jpg?4,Tri-Hook
https://fnggcdn.com/items/2577/video.mp4,https://fortnite.gg/img/items/2577/icon.jpg?4,Sawtooth Slashers
https://fnggcdn.com/items/2643/video.mp4,https://fortnite.gg/img/items/2643/icon.jpg?4,Stardust Strikers
https://fnggcdn.com/items/2458/video.mp4,https://fortnite.gg/img/items/2458/icon.jpg?4,Light Knives
https://fnggcdn.com/items/2439/video.mp4,https://fortnite.gg/img/items/2439/icon.jpg?4,Iron Claws
https://fnggcdn.com/items/2719/video.mp4,https://fortnite.gg/img/items/2719/icon.jpg?4,Weathered Gold
https://fnggcdn.com/items/2357/video.mp4,https://fortnite.gg/img/items/2357/icon.jpg?4,Fish Sticks
https://fnggcdn.com/items/2392/video.mp4,https://fortnite.gg/img/items/2392/icon.jpg?4,Gnomax
https://fnggcdn.com/items/2424/video.mp4,https://fortnite.gg/img/items/2424/icon.jpg?4,Hook Slicer
https://fnggcdn.com/items/2470/video.mp4,https://fortnite.gg/img/items/2470/icon.jpg?6,Manta Blades
https://fnggcdn.com/items/2360/video.mp4,https://fortnite.gg/img/items/2360/icon.jpg?4,Flail Blades
https://fnggcdn.com/items/2239/video.mp4,https://fortnite.gg/img/items/2239/icon.jpg?6,Bewitching Blades
https://fnggcdn.com/items/2587/video.mp4,https://fortnite.gg/img/items/2587/icon.jpg?4,Shadow Blades
https://fnggcdn.com/items/2475/video.mp4,https://fortnite.gg/img/items/2475/icon.jpg?4,Mayhem Scythe
https://fnggcdn.com/items/2393/video.mp4,https://fortnite.gg/img/items/2393/icon.jpg?4,Gold Crow
https://fnggcdn.com/items/2593/video.mp4,https://fortnite.gg/img/items/2593/icon.jpg?4,Sharky Slappers
https://fnggcdn.com/items/2539/video.mp4,https://fortnite.gg/img/items/2539/icon.jpg?6,Proto-Adamantium Shield
https://fnggcdn.com/items/2646/video.mp4,https://fortnite.gg/img/items/2646/icon.jpg?4,Starstruck Axe
https://fnggcdn.com/items/2704/video.mp4,https://fortnite.gg/img/items/2704/icon.jpg?4,Venom Blade
https://fnggcdn.com/items/2380/video.mp4,https://fortnite.gg/img/items/2380/icon.jpg?6,Fruit Punchers
